Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-14 00:00:00-05:00,520.6199951171875,522.3599853515625,517.6500244140625,520.4000244140625,2480400,0.0,0.0
2024-11-15 00:00:00-05:00,518.530029296875,523.3900146484375,518.0,521.8900146484375,2408100,0.0,0.0
2024-11-18 00:00:00-05:00,518.5900268554688,523.489990234375,517.0,521.6300048828125,2493400,0.0,0.0
2024-11-19 00:00:00-05:00,518.780029296875,522.6500244140625,516.760009765625,519.4600219726562,2716000,0.0,0.0
2024-11-20 00:00:00-05:00,521.530029296875,522.5,511.0,512.5399780273438,2409400,0.0,0.0
2024-11-21 00:00:00-05:00,513.22998046875,520.1199951171875,511.5799865722656,515.0999755859375,3077300,0.0,0.0
2024-11-22 00:00:00-05:00,516.9299926757812,521.7100219726562,516.1799926757812,520.8599853515625,3130400,0.0,0.0
2024-11-25 00:00:00-05:00,521.6400146484375,528.25,521.02001953125,526.5999755859375,4503900,0.0,0.0
2024-11-26 00:00:00-05:00,527.9000244140625,530.6500244140625,525.0599975585938,528.47998046875,2326800,0.0,0.0
2024-11-27 00:00:00-05:00,529.0499877929688,533.6199951171875,526.5800170898438,532.3800048828125,2086300,0.0,0.0
2024-11-29 00:00:00-05:00,533.010009765625,535.77001953125,530.030029296875,532.9400024414062,1760600,0.0,0.0
2024-12-02 00:00:00-05:00,532.9299926757812,534.8200073242188,526.22998046875,531.3599853515625,2355100,0.0,0.0
2024-12-03 00:00:00-05:00,534.6699829101562,534.8200073242188,525.9600219726562,526.1799926757812,2319400,0.0,0.0
2024-12-04 00:00:00-05:00,523.6400146484375,526.280029296875,518.1699829101562,521.1400146484375,2630000,0.0,0.0
2024-12-05 00:00:00-05:00,524.5999755859375,527.469970703125,522.1699829101562,524.77001953125,2538600,0.0,0.0
2024-12-06 00:00:00-05:00,522.9299926757812,531.0,522.5,528.5700073242188,2122700,0.0,0.0
2024-12-09 00:00:00-05:00,529.02001953125,531.5900268554688,521.8800048828125,522.8200073242188,2942000,0.0,0.0
2024-12-10 00:00:00-05:00,522.510009765625,529.6599731445312,520.219970703125,529.010009765625,2003200,0.0,0.0
2024-12-11 00:00:00-05:00,529.1900024414062,535.8900146484375,527.27001953125,534.4500122070312,2181100,0.0,0.0
2024-12-12 00:00:00-05:00,536.2899780273438,536.75,531.969970703125,532.4099731445312,1860400,0.0,0.0
2024-12-13 00:00:00-05:00,534.1699829101562,534.6799926757812,528.9099731445312,529.0,1608200,0.0,0.0
