Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-14 00:00:00-05:00,530.5499877929688,534.6400146484375,523.4600219726562,529.8699951171875,3098800,0.0,0.0
2024-11-15 00:00:00-05:00,520.2999877929688,524.5,498.80999755859375,503.3699951171875,4612400,0.0,0.0
2024-11-18 00:00:00-05:00,505.0,505.510009765625,497.69000244140625,499.510009765625,2259700,0.0,0.0
2024-11-19 00:00:00-05:00,496.0,502.4100036621094,495.4599914550781,499.6099853515625,1961700,0.0,0.0
2024-11-20 00:00:00-05:00,505.4100036621094,506.3599853515625,494.6099853515625,499.5,1874900,0.0,0.0
2024-11-21 00:00:00-05:00,502.1000061035156,508.57000732421875,493.1000061035156,504.44000244140625,2002100,0.0,0.0
2024-11-22 00:00:00-05:00,502.5,513.3699951171875,502.5,512.1500244140625,2287200,0.0,0.0
2024-11-25 00:00:00-05:00,519.0900268554688,523.2100219726562,513.1900024414062,518.72998046875,3320000,0.0,0.0
2024-11-26 00:00:00-05:00,519.9500122070312,525.760009765625,516.3599853515625,525.2999877929688,2415700,0.0,0.0
2024-11-27 00:00:00-05:00,523.2100219726562,525.8800048828125,508.7200012207031,513.6799926757812,2324200,0.0,0.0
2024-11-29 00:00:00-05:00,517.6500244140625,517.6500244140625,513.5800170898438,515.9299926757812,1450200,0.0,0.0
2024-12-02 00:00:00-05:00,512.8499755859375,518.77001953125,511.5299987792969,516.2000122070312,2006900,0.0,0.0
2024-12-03 00:00:00-05:00,511.0400085449219,516.780029296875,504.510009765625,516.260009765625,2119300,0.0,0.0
2024-12-04 00:00:00-05:00,523.02001953125,541.77001953125,521.010009765625,536.489990234375,3307000,0.0,0.0
2024-12-05 00:00:00-05:00,534.4199829101562,540.1099853515625,529.7899780273438,538.219970703125,2629100,0.0,0.0
2024-12-06 00:00:00-05:00,544.1500244140625,554.3699951171875,542.9000244140625,552.9600219726562,2964100,0.0,0.0
2024-12-09 00:00:00-05:00,556.0999755859375,557.9000244140625,546.1099853515625,547.9299926757812,3588700,0.0,0.0
2024-12-10 00:00:00-05:00,547.3499755859375,552.8300170898438,544.219970703125,547.0499877929688,2762900,0.0,0.0
2024-12-11 00:00:00-05:00,547.0499877929688,552.2999877929688,541.739990234375,549.9299926757812,6690600,0.0,0.0
2024-12-12 00:00:00-05:00,487.5,494.0,470.8999938964844,474.6300048828125,17344900,0.0,0.0
2024-12-13 00:00:00-05:00,473.9800109863281,474.9100036621094,456.79998779296875,465.69000244140625,11383400,0.0,0.0
