Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-18 00:00:00+01:00,583.9287916360126,584.7213533698473,576.7956150943322,583.1361694335938,288165,0.0,0.0
2024-11-19 00:00:00+01:00,582.938099690663,586.0092992184899,563.9163149088729,571.9411010742188,501362,0.0,0.0
2024-11-20 00:00:00+01:00,577.0928457232008,580.0649977183417,570.0587768554688,570.0587768554688,301138,0.0,0.0
2024-11-21 00:00:00+01:00,564.9070319963372,570.851335958834,561.6376769106813,569.5634155273438,361231,0.0,0.0
2024-11-22 00:00:00+01:00,574.3188407484563,579.6686779790099,565.4023848956141,577.5881958007812,412214,0.0,0.0
2024-11-25 00:00:00+01:00,587.4953586497891,594.5294272893592,584.8204098472113,587.0,617916,0.0,0.0
2024-11-26 00:00:00+01:00,583.8297110852229,602.0589341637022,575.9039724369427,590.467529296875,379593,0.0,0.0
2024-11-27 00:00:00+01:00,586.2074373760705,589.6749479194003,581.2538508855995,584.6222534179688,386614,0.0,0.0
2024-11-28 00:00:00+01:00,584.1268633338801,587.3962786165141,580.5603054401108,581.0556640625,260194,0.0,0.0
2024-11-29 00:00:00+01:00,579.4705727106408,587.5944061923128,577.9844967612737,587.0,440017,0.0,0.0
2024-12-02 00:00:00+01:00,585.0999755859375,608.7999877929688,582.2000122070312,606.0999755859375,617665,5.5,0.0
2024-12-03 00:00:00+01:00,610.0,620.2000122070312,605.4000244140625,609.2000122070312,495066,0.0,0.0
2024-12-04 00:00:00+01:00,610.0999755859375,614.5,606.7999877929688,610.2000122070312,443542,0.0,0.0
2024-12-05 00:00:00+01:00,606.0,614.0,604.7000122070312,609.2000122070312,408680,0.0,0.0
2024-12-06 00:00:00+01:00,609.0999755859375,634.2999877929688,608.5,630.4000244140625,544275,0.0,0.0
2024-12-09 00:00:00+01:00,640.0,658.7999877929688,640.0,652.5999755859375,746422,0.0,0.0
2024-12-10 00:00:00+01:00,642.0,645.2000122070312,634.6500244140625,636.0,481366,0.0,0.0
2024-12-11 00:00:00+01:00,631.0,645.7999877929688,628.5999755859375,643.7999877929688,437445,0.0,0.0
2024-12-12 00:00:00+01:00,652.5999755859375,655.0,636.7999877929688,646.0,469338,0.0,0.0
2024-12-13 00:00:00+01:00,642.9000244140625,648.5999755859375,636.2000122070312,639.0,423295,0.0,0.0
2024-12-16 00:00:00+01:00,630.9000244140625,638.0999755859375,630.5999755859375,631.0,85828,0.0,0.0
