Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-14 00:00:00-05:00,147.62982215130063,148.98972901300397,145.53996988270669,146.7498779296875,194463300,0.0,0.0
2024-11-15 00:00:00-05:00,144.86001514374476,145.23000003001434,140.0703518362645,141.97021484375,250132900,0.0,0.0
2024-11-18 00:00:00-05:00,139.49038598259963,141.54024775288784,137.14054183607018,140.1403350830078,221866000,0.0,0.0
2024-11-19 00:00:00-05:00,141.31026763860282,147.1198647758357,140.98028855106583,146.99986267089844,227834900,0.0,0.0
2024-11-20 00:00:00-05:00,147.39984335305397,147.54982691113315,142.72015799039747,145.87994384765625,309871700,0.0,0.0
2024-11-21 00:00:00-05:00,149.3397202101669,152.8794696932069,140.69030679019977,146.65989685058594,400946600,0.0,0.0
2024-11-22 00:00:00-05:00,145.91993755545448,147.1498637894418,141.0902837872634,141.94021606445312,236406200,0.0,0.0
2024-11-25 00:00:00-05:00,141.98022539008,142.0402188161131,135.81065220328685,136.01063537597656,344941900,0.0,0.0
2024-11-26 00:00:00-05:00,137.69051329665368,139.29040920481154,135.66065432709954,136.9105682373047,190287700,0.0,0.0
2024-11-27 00:00:00-05:00,135.00069411944222,137.21054859333148,131.79092378994943,135.33067321777344,226370900,0.0,0.0
2024-11-29 00:00:00-05:00,136.77057853610563,139.34040886007423,136.04063308446467,138.240478515625,141863200,0.0,0.0
2024-12-02 00:00:00-05:00,138.82043604874252,140.44031954365505,137.8105111334031,138.62045288085938,171682800,0.0,0.0
2024-12-03 00:00:00-05:00,138.25047342063522,140.5303151909217,137.9404972096011,140.25033569335938,164414000,0.0,0.0
2024-12-04 00:00:00-05:00,141.99022171712366,145.7799540199716,140.2803327562802,145.1300048828125,231224300,0.0,0.0
2024-12-05 00:00:00-05:00,145.11000061035156,146.5399932861328,143.9499969482422,145.05999755859375,172621200,0.01,0.0
2024-12-06 00:00:00-05:00,144.60000610351562,145.6999969482422,141.30999755859375,142.44000244140625,188505600,0.0,0.0
2024-12-09 00:00:00-05:00,138.97000122070312,139.9499969482422,137.1300048828125,138.80999755859375,189308600,0.0,0.0
2024-12-10 00:00:00-05:00,139.00999450683594,141.82000732421875,133.7899932861328,135.07000732421875,210020900,0.0,0.0
2024-12-11 00:00:00-05:00,137.36000061035156,140.1699981689453,135.2100067138672,139.30999755859375,184905200,0.0,0.0
2024-12-12 00:00:00-05:00,137.0800018310547,138.44000244140625,135.8000030517578,137.33999633789062,159211400,0.0,0.0
2024-12-13 00:00:00-05:00,138.94000244140625,139.60000610351562,132.5399932861328,134.25,230976400,0.0,0.0
