date,open,high,low,close,volume,dividends,stock_splits,sma_5,symbol,adj_close
2024-11-14 00:00:00-05:00,58.9900016784668,58.9900016784668,57.52000045776367,57.91999816894531,33747700,0.0,0.0,,CSCO,
2024-11-15 00:00:00-05:00,57.45000076293945,58.09999847412109,57.22999954223633,57.459999084472656,28173700,0.0,0.0,,CSCO,
2024-11-18 00:00:00-05:00,57.54999923706055,57.9900016784668,57.22999954223633,57.310001373291016,23770500,0.0,0.0,,CSCO,
2024-11-19 00:00:00-05:00,56.68000030517578,57.040000915527344,56.34999847412109,57.0099983215332,17476200,0.0,0.0,,CSCO,
2024-11-20 00:00:00-05:00,56.84000015258789,57.5,56.61000061035156,57.5,15345000,0.0,0.0,57.439999389648435,CSCO,
2024-11-21 00:00:00-05:00,57.290000915527344,57.93000030517578,57.09999847412109,57.560001373291016,16162400,0.0,0.0,57.36800003051758,CSCO,
2024-11-22 00:00:00-05:00,57.59000015258789,58.70000076293945,57.459999084472656,58.54999923706055,14952100,0.0,0.0,57.58600006103516,CSCO,
2024-11-25 00:00:00-05:00,58.650001525878906,58.959999084472656,58.2599983215332,58.7400016784668,52408200,0.0,0.0,57.87200012207031,CSCO,
2024-11-26 00:00:00-05:00,59.0,59.63999938964844,58.93999862670898,59.59000015258789,14209700,0.0,0.0,58.38800048828125,CSCO,
2024-11-27 00:00:00-05:00,59.61000061035156,59.869998931884766,58.93000030517578,59.290000915527344,12703300,0.0,0.0,58.74600067138672,CSCO,
2024-11-29 00:00:00-05:00,59.06999969482422,59.59000015258789,59.040000915527344,59.209999084472656,11618400,0.0,0.0,59.07600021362305,CSCO,
2024-12-02 00:00:00-05:00,59.25,59.70000076293945,59.13999938964844,59.43000030517578,15977400,0.0,0.0,59.252000427246095,CSCO,
2024-12-03 00:00:00-05:00,59.43000030517578,59.52999877929688,59.16999816894531,59.47999954223633,11746000,0.0,0.0,59.4,CSCO,
2024-12-04 00:00:00-05:00,59.63999938964844,59.84000015258789,59.27000045776367,59.619998931884766,16872100,0.0,0.0,59.405999755859376,CSCO,
2024-12-05 00:00:00-05:00,59.790000915527344,60.22999954223633,59.70000076293945,60.02000045776367,19121700,0.0,0.0,59.55199966430664,CSCO,
2024-12-06 00:00:00-05:00,60.0,60.08000183105469,59.77000045776367,59.88999938964844,14622700,0.0,0.0,59.6879997253418,CSCO,
2024-12-09 00:00:00-05:00,59.83000183105469,59.880001068115234,58.86000061035156,58.95000076293945,16517500,0.0,0.0,59.59199981689453,CSCO,
2024-12-10 00:00:00-05:00,58.5,58.86000061035156,58.130001068115234,58.720001220703125,14480200,0.0,0.0,59.44000015258789,CSCO,
2024-12-11 00:00:00-05:00,58.880001068115234,58.959999084472656,58.310001373291016,58.59000015258789,26842900,0.0,0.0,59.23400039672852,CSCO,
2024-12-12 00:00:00-05:00,58.68999862670898,59.7400016784668,58.630001068115234,58.84999847412109,17704600,0.0,0.0,59.0,CSCO,
2024-12-13 00:00:00-05:00,58.619998931884766,58.93999862670898,58.380001068115234,58.619998931884766,14129700,0.0,0.0,58.74599990844727,CSCO,
2024-11-14 00:00:00-05:00,45.13999938964844,45.25,44.93000030517578,44.93999862670898,1134800,0.0,0.0,,HSBC,
2024-11-15 00:00:00-05:00,45.59999847412109,45.77000045776367,45.47999954223633,45.7400016784668,1058500,0.0,0.0,,HSBC,
2024-11-18 00:00:00-05:00,46.0099983215332,46.58000183105469,45.93000030517578,46.45000076293945,1042900,0.0,0.0,,HSBC,
2024-11-19 00:00:00-05:00,45.68000030517578,46.380001068115234,45.63999938964844,46.27999877929688,874700,0.0,0.0,,HSBC,
2024-11-20 00:00:00-05:00,46.2599983215332,46.27000045776367,45.869998931884766,46.22999954223633,628100,0.0,0.0,45.927999877929686,HSBC,
2024-11-21 00:00:00-05:00,46.2599983215332,46.470001220703125,46.130001068115234,46.31999969482422,922800,0.0,0.0,46.204000091552736,HSBC,
2024-11-22 00:00:00-05:00,45.68999862670898,45.9900016784668,45.59000015258789,45.93999862670898,917300,0.0,0.0,46.24399948120117,HSBC,
2024-11-25 00:00:00-05:00,46.63999938964844,46.68999862670898,46.400001525878906,46.4900016784668,904700,0.0,0.0,46.25199966430664,HSBC,
2024-11-26 00:00:00-05:00,46.52000045776367,46.56999969482422,46.25,46.31999969482422,663700,0.0,0.0,46.25999984741211,HSBC,
2024-11-27 00:00:00-05:00,46.34000015258789,46.810001373291016,46.310001373291016,46.68000030517578,704100,0.0,0.0,46.35,HSBC,
2024-11-29 00:00:00-05:00,46.66999816894531,46.9900016784668,46.65999984741211,46.88999938964844,505300,0.0,0.0,46.46399993896485,HSBC,
